id,gender,ethnicity,major,top,topOut1,topOut2,topOut3,topOut4,topOut5,topOut6,topOut7,topOut8,ae1,ae2,ae3,ae4,ae5,ae6,ae7,ae8,ae9,ae10,ae11,ae12,ae13,ae14,ae15,ae16,ae17,ae18,ae19,ae20,ae21,ae22,ae23,ae24,ae25,ae26,ae27,ae28,grit1,grit2,grit3,grit4,grit5,grit6,grit7,grit8,allReason1,allReason2,allReason3,allReason4,allReason5,allReason6,allReason7,allReason8,allReason9,allReason10,allReason11,allReason12,allReason13,allReason14
1112,Man,"Native,Hispanic",Che,16_Research,4,4,3,2,3,3,4,4,4,1,4,4,1,1,1,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,4,2,2,3,3,2,3,3,3,2,3,4,4,4,4,3,3,3,2
1113,Woman,Black,General,13_Music,3,4,4,2,4,3,2,3,3,1,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,4,4,2,3,3,2,3,3,3,2,3,3,4,2,2,3,2,4,2,4,4,2,2
1114,Man,Black,Bio,8_International,3,2,4,2,2,3,4,4,4,1,4,3,4,2,4,4,2,4,3,3,4,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,2,3,3,4,2,2,2,4,4,4,4,4,2,2,4,3,4,4,4,3,4,1
1115,Man,"White,Hispanic",CV,17_Public,3,3,3,3,3,3,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2
1116,Man,Black,Che,,,,,,,,,,4,1,4,4,1,1,1,3,1,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,4,2,2,4,3,,,,,,,,,,,,,,
1117,Man,Black,Material,3_Eng,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1118,Woman,Hispanic,Elec,3_Eng,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,4,3,3,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,2,2,2,1
1119,Man,Black,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Man,Black,,18_Sports,4,4,4,4,4,4,4,4,3,2,3,3,1,2,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,2,4,2,1,4,4,1,4,4,3,1,4,4,1,4,4,4,4,4,1
1121,Woman,"Black,Hispanic",Material,6_Fraternity,4,4,4,3,4,3,3,4,3,1,3,3,3,2,3,3,1,3,2,3,3,2,3,2,2,2,2,3,3,2,4,4,4,4,4,4,2,2,2,4,2,2,4,4,2,2,3,4,3,4,4,2,4,3,2,2,3,2
1122,Man,"White,Asian,Black",,20_Other,3,2,2,2,2,4,3,3,4,1,4,4,1,1,2,4,1,4,4,4,4,3,4,4,2,2,3,4,4,4,4,4,3,2,2,1,2,3,2,3,2,2,3,3,4,4,3,3,3,2,3,3,3,2,4,4,4,1
1123,Man,Black,Elec,18_Sports,2,2,3,3,3,3,2,3,3,1,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,4,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3
1124,Man,"White,Native,Asian,Hawaiian",Elec,6_Fraternity,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1125,Woman,Black,CV,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,,,,,,,,,,,,,,
1126,Woman,6,Che,8_International,4,4,4,4,4,4,4,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,2
1127,Woman,Hispanic,Elec,8_International,3,4,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,4,3,2,3,3,2,2,4,3,4,4,4,4
1128,Woman,Hispanic,Elec,20_Other,3,3,3,3,3,3,3,3,4,1,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1129,Woman,Hispanic,Elec,Pre-professional,2,2,3,3,2,3,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2
1130,Woman,"White,Hispanic",Material,8_International,2,2,3,3,3,4,4,3,3,2,4,2,1,2,1,3,2,2,4,4,4,4,3,4,3,3,3,3,3,2,4,3,3,3,4,4,3,2,3,4,3,2,2,4,3,3,4,3,3,3,3,3,4,3,3,1,4,2
1131,Woman,Black,General,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Man,Black,Elec,17_Public,2,2,3,2,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,4,3,3,3,3,3,4,2,3,3,3,4,4,2
1133,Woman,Black,General,9_Job,4,3,3,3,3,4,3,4,4,1,4,4,2,1,3,3,2,4,4,3,4,3,3,4,3,4,3,4,3,3,3,4,2,2,3,3,3,3,3,3,2,2,2,3,2,4,3,4,2,2,3,2,4,3,2,2,3,2
1134,Woman,Hispanic,CV,13_Music,3,3,3,1,2,,2,3,4,1,4,4,2,2,3,4,2,4,4,4,4,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,2,3,3,4,2,2,4,4,3,4,3,2,3,1,3,1,4,1,4,3,1,1
1135,Man,"White,Hispanic",Nuclear,6_Fraternity,3,2,4,3,4,3,3,3,3,2,3,2,4,4,4,3,1,3,3,3,3,3,3,2,2,2,3,1,1,1,3,2,2,2,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,4,4,3,2,4,1
1136,Man,Hispanic,CV,3_Eng,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,3,2,3,3,3,3,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4
1137,Woman,White,Indus,15_Professional,4,3,3,3,3,3,4,3,4,2,3,4,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,4,2,3,3,3,3,3,4,4,4,2,3,3,3,3,2,2,3,2
1138,Man,White,,4_Env,3,3,4,4,4,4,4,3,4,1,4,4,2,2,2,3,2,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,2
1139,Man,White,,15_Professional,3,4,3,3,4,3,4,3,3,3,2,3,3,4,4,2,3,3,2,2,3,3,4,4,3,3,2,3,3,1,3,3,4,3,3,3,4,2,4,3,3,4,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3
1140,Man,"White,Asian",,10_Community,3,3,3,2,2,3,3,3,4,1,4,4,1,2,1,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,3,4,3,4,3,1,2,4,3,3,3,2,1,1,2,3,4,3,3,1,2,3
1141,Man,White,,5_Film,4,4,4,3,4,4,3,4,2,3,2,1,1,2,2,2,3,4,3,3,4,4,4,4,4,3,2,4,4,4,2,2,4,4,4,4,3,4,4,4,3,3,4,4,2,4,4,4,2,2,3,3,4,4,4,4,3,3
1142,Woman,Asian,,4_Env,4,4,4,4,4,4,4,4,4,1,4,4,1,2,1,4,1,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,2,2,3,2,2,4,3,2,4,4,2,4,2,3,4,1,2,3,4,4,1,3,4,2
1143,Man,White,,16_Research,1,1,3,1,2,1,4,2,1,2,2,2,2,3,3,3,3,4,4,2,2,1,1,4,3,2,1,3,2,1,1,3,4,3,4,3,2,1,1,1,4,2,1,2,3,2,1,1,1,1,1,1,1,3,3,3,2,2
1144,Man,White,,4_Env,3,3,3,2,4,3,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,2,3,3,3,4,2,2,3,4,2,3,3,4,3,2,2,4,3,4,3,2,3,1
1145,Woman,Hispanic,,15_Professional,3,3,4,4,4,4,4,4,4,2,3,3,1,1,1,3,2,4,4,4,4,4,3,3,4,4,4,2,4,3,3,3,3,3,3,3,2,3,3,4,2,2,3,4,1,3,3,4,3,4,4,2,3,4,2,2,3,1
1146,Man,White,,,,,,,,,,,4,1,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,2,2,2,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,
1147,Woman,White,,15_Professional,4,4,4,4,4,3,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,1,3,2,4,3,3,3,4,4,4,4,4,4,3,2,1,4,2,2,4,4,4,3,3,4,4,2,4,3,4,4,3,2,2,1
1148,Woman,Black,,9_Job,4,3,4,3,4,4,4,2,4,1,4,3,2,1,2,3,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,4,3,3,2,3,2,3,4,3,3,3,3,3,3,3,2,1,3,2
1149,Woman,White,,15_Professional,4,3,4,2,4,3,4,3,4,2,4,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,2,2,2
1150,Woman,White,,8_International,4,4,4,3,4,4,4,4,4,2,3,3,2,2,4,3,1,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,3,2,4,2
1151,Woman,White,,9_Job,3,2,3,3,3,3,4,3,4,1,4,3,2,1,1,3,2,3,3,4,4,4,4,3,3,4,2,4,4,4,4,4,4,3,2,2,3,3,2,3,2,2,3,4,4,4,3,3,2,2,4,2,4,4,3,3,4,3
1152,Woman,White,,2_Culture,2,2,,2,2,4,2,4,4,1,4,3,1,1,1,4,1,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,2,3,4,4,4,4,4,2,4,4,1,4,1,3,4,1,1
1153,Man,Black,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Woman,"White,Native",Indus,9_Job,3,4,4,4,4,4,4,3,4,1,4,4,1,1,1,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,1,4,1,1,4,3,4,4,4,3,2,1,4,4,4,4,3,3,3,1
1155,Woman,White,,16_Research,3,3,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,2,1,4,2,1,4,4,1,4,3,4,3,1,1,4,4,4,3,3,4,1
1156,Man,"White,Hispanic",Mech,9_Job,4,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Man,White,,15_Professional,3,2,3,3,3,3,4,3,3,2,3,3,2,2,2,3,2,4,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,2,3,3,3,3,4,4,2,2,3,3,3,4,2,2,4,1
1158,Woman,Asian,,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Woman,White,,20_Other,4,2,4,1,4,3,4,4,4,2,3,3,1,1,1,4,1,3,3,3,4,2,2,3,3,3,2,4,4,4,4,4,4,3,2,1,2,3,2,4,2,2,3,3,1,3,3,4,4,3,4,4,3,4,3,1,2,3
1160,Woman,"White,Hispanic",Che,8_International,3,3,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Man,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Man,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Man,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Woman,White,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Woman,Hispanic,,16_Research,3,3,3,2,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Man,White,,9_Job,3,2,3,2,3,3,4,2,4,1,4,2,1,1,1,3,2,4,4,4,4,3,4,4,3,3,2,3,3,3,4,4,4,4,1,1,3,3,3,4,3,3,4,3,4,4,3,3,2,2,2,2,4,3,2,2,3,1
1170,Man,White,CV,8_International,2,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,
1171,Woman,White,,16_Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Man,Hispanic,,4_Env,3,3,3,3,3,3,3,3,4,1,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1173,Woman,White,,16_Research,4,4,4,4,4,4,4,4,3,1,3,3,2,2,2,3,1,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,2,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,3
1174,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Woman,Hispanic,CV,20_Other,2,2,4,3,2,2,4,4,4,1,4,3,1,1,2,4,1,4,3,3,3,4,4,3,4,3,2,4,3,3,4,4,4,4,4,4,3,3,2,4,3,2,3,4,1,3,4,4,4,2,3,3,4,4,2,2,2,1
1176,Woman,Black,Mech,6_Fraternity,4,4,3,4,4,4,4,4,4,3,2,1,2,3,3,1,4,2,4,4,4,4,4,4,4,3,2,1,1,1,4,3,4,4,4,4,3,4,3,3,3,2,4,4,2,2,3,4,2,2,4,2,4,4,4,4,4,3
1177,Man,3,Indus,8_International,4,4,4,4,4,4,4,4,3,2,2,3,3,3,2,3,2,3,3,3,3,4,3,3,2,2,3,1,2,3,3,2,2,4,4,4,3,1,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1178,Woman,"White,Black",Indus,15_Professional,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3,4,2,3,3,3,3,4,4,3,3,2,3,2,2,4,4,3,4,4,4,4,3,2,3,3,3,2,3,3,2,3,3,4,3,3,2,4,4,4,3,2,3,2
1179,Man,"Asian,Hispanic",Mech,15_Professional,3,3,3,3,3,3,3,3,4,1,3,3,1,1,1,3,2,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,4,2,1,4,4,3,4,3,3,3,3,3,3,4,4,4,1,4,2
1180,Man,Black,Elec,2_Culture,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,2,3,3,2,4,2,4,3,2,4,3,3,3,4,2,3,4,4,2,3,3,3,4,2,3,4,4,2,2,2,2,3,1,1,2,2,3,3,3,3,2
1181,Woman,Black,Elec,20_Other,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2
1182,Woman,Black,Indus,15_Professional,4,4,4,4,4,4,4,4,3,1,3,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,1,3,2
1183,Woman,Black,Mech,15_Professional,4,3,4,4,4,4,4,4,4,2,3,2,2,2,2,3,2,3,4,4,4,4,4,4,4,4,3,1,1,1,4,3,4,4,4,4,3,2,2,4,2,2,4,4,4,4,4,3,2,1,1,4,4,4,1,2,3,2
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Woman,Black,Elec,15_Professional,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,2,3,4,4,4,4,3,4,3,3,2,2,3,2,3,3,4,4,4,4,2,2,2,4,2,2,3,4,3,3,4,2,3,2,2,2,3,4,2,2,2,3
1186,Man,Black,Che,8_International,3,3,4,2,2,3,2,4,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,4,2,2,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,1
1187,Man,Black,Elec,9_Job,3,2,3,2,4,4,4,3,4,2,3,4,2,2,2,3,2,4,2,4,4,4,3,2,2,2,3,4,4,4,4,4,3,3,2,2,3,3,4,3,2,2,2,3,4,2,3,3,4,1,2,3,3,4,2,2,2,1
1188,Woman,Black,Bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Woman,Black,Elec,7_Coeducation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Woman,White,CV,2_Culture,4,4,4,1,4,4,4,4,3,3,2,1,3,3,1,2,2,3,2,2,2,4,4,3,3,3,2,2,3,1,1,3,4,4,4,4,4,2,2,3,3,2,2,3,4,4,4,4,1,4,4,4,1,1,1,4,4,1
1191,Man,Asian,CV,13_Music,3,3,4,3,4,2,2,3,3,2,3,2,3,3,3,2,4,3,2,3,3,3,3,3,2,3,2,3,3,4,4,4,3,3,3,3,2,2,3,3,2,2,4,4,2,3,2,3,2,2,2,2,4,2,2,4,4,1
1192,Man,White,CV,5_Film,2,4,3,1,3,2,1,2,3,2,3,2,3,3,3,2,1,4,2,2,2,3,2,2,2,2,1,3,3,2,4,3,3,2,1,1,3,2,2,4,3,3,2,4,3,3,3,2,1,1,2,1,4,1,4,4,3,1
1193,Woman,Asian,CV,18_Sports,4,4,4,3,4,1,2,3,4,2,3,3,1,1,1,3,1,3,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,2,2,3,3,2,2,3,3,1,3,3,3,3,2,4,4,4,1,3,3,3,1
1194,Man,White,CV,9_Job,3,3,4,4,4,4,3,4,2,3,1,1,4,4,3,2,2,4,2,3,3,3,3,2,2,2,2,3,3,3,3,2,4,4,4,3,3,3,3,3,2,3,2,3,2,3,4,4,2,2,4,2,4,3,4,1,2,2
1195,Man,Asian,CV,9_Job,2,3,4,1,4,3,3,2,3,2,3,3,2,1,2,4,2,4,4,4,4,4,4,2,3,2,3,2,2,3,4,3,4,4,4,2,2,2,3,2,3,4,2,3,2,2,3,2,4,1,2,3,3,4,2,3,2,3
1196,Woman,White,CV,,,,,,,,,,3,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,
1197,Woman,White,CV,1_Design,3,4,2,2,2,2,3,2,4,1,4,3,1,1,1,4,1,3,3,3,3,2,3,2,2,2,2,3,3,3,4,4,4,3,3,2,2,2,2,3,2,2,4,4,2,3,3,3,3,2,2,2,4,3,3,2,3,1
1198,Man,White,CV,,,,,,,,,,4,2,3,4,2,2,2,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,,,,,,,,,,,,,,
1199,Man,White,CV,18_Sports,2,2,2,2,4,2,2,4,4,2,4,3,1,1,1,4,2,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,3,2,3,3,2,3,3,3,4,2,2,3,2,4,2,4,4,4,4
1200,Man,Asian,CV,Pre-professional,3,1,4,4,4,3,4,2,2,2,2,1,3,3,3,3,2,3,3,3,3,4,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,2,2,4,3,4,2,2,3,3,4,1,1,2,2
1201,Man,White,CV,18_Sports,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1202,Woman,White,CV,15_Professional,1,1,3,3,1,1,3,1,3,1,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,1,1,3,3,4,1,1,1,1
1203,Man,White,CV,15_Professional,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,4,3,2,4,4,3,3,3,3,3,2,3,2,3,3,2,2,3,3
1204,Woman,White,CV,,,,,,,,,,3,1,4,3,3,1,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,3,3,3,3,2,2,2,2,2,3,2,3,,,,,,,,,,,,,,
1205,Man,White,CV,9_Job,3,2,3,3,3,3,3,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,4,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2
1206,I don't want to respond.,other,CV,1_Design,3,3,4,4,4,3,4,4,4,1,4,4,2,2,2,4,1,4,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,3,2,2,2,3,2,4,2,2,3,4,3,1,3,2,2,1,3,2,3,4,1,1,1,1
1207,Woman,Asian,CV,1_Design,4,3,3,2,3,3,3,4,2,3,2,2,3,4,3,3,2,3,2,2,4,4,3,3,1,1,2,3,3,3,4,2,3,3,3,3,3,2,2,4,2,2,3,3,4,3,4,3,4,1,2,3,4,4,3,3,3,3
1208,Man,White,CV,1_Design,3,3,3,3,3,3,3,3,4,2,3,4,2,2,3,3,2,3,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,3,2
1209,Man,White,CV,18_Sports,3,2,4,2,4,3,2,3,4,1,4,4,1,1,1,2,2,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,2,3,3,2,2,2,3,2,2,3,3,3,4,4,4,3,1,2,2,4,3,3,3,3,1
1210,Woman,White,CV,15_Professional,3,3,4,4,4,4,4,4,4,2,3,3,2,2,2,3,2,4,3,3,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,4,2,2,3,2
1211,Woman,White,CV,2_Culture,2,4,4,3,4,3,4,4,3,3,2,2,4,3,3,3,2,3,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,2,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,2,4,3
1212,Man,White,CV,,,,,,,,,,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,2,2,3,4,,,,,,,,,,,,,,
1213,Man,White,Bldg,9_Job,3,3,4,4,4,4,4,4,4,2,3,2,3,3,2,4,2,3,3,4,4,4,3,3,3,4,3,4,4,3,4,3,4,3,4,2,3,4,3,3,4,4,3,2,2,2,3,4,4,2,3,4,4,4,3,3,4,4
1214,Woman,White,CV,1_Design,4,4,,4,,4,4,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1215,Man,White,CV,20_Other,3,3,4,3,4,4,3,3,4,1,3,4,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,2,3,4,2,2,4,1,4,2,3,2,4,4
1216,Man,White,CV,20_Other,4,4,4,4,4,4,4,4,4,1,3,4,1,1,1,3,2,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,2,2,2,3,2,4,2,1,4,4,1,3,4,4,2,4,4,4,4,3,4,3,4,4
1217,Man,White,CV,18_Sports,2,2,3,2,4,2,3,3,4,2,3,3,1,1,1,3,1,3,3,4,4,3,4,3,3,2,3,3,3,4,3,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,4,2,1,3,1,4,2,3,3,3,2
1218,Man,White,CV,13_Music,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,2,4,4,4,1
1219,Man,White,CV,16_Research,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,4,3,3,4,4,2,1,3,4,4,4,2,1,4,2
1220,Woman,White,CV,6_Fraternity,3,3,4,4,4,2,4,4,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,4,2,2,3,2,3,3,3,3,2,2
1221,Man,White,CV,3_Eng,3,3,3,2,3,2,2,3,3,2,3,3,2,3,2,3,1,3,3,4,4,4,3,2,2,2,2,4,4,3,4,3,3,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,3,2,1,2,3,3,2,3
1222,Woman,White,CV,1_Design,4,4,2,4,4,4,4,3,4,2,4,4,4,2,4,4,1,4,4,4,4,4,4,4,3,3,2,1,1,1,4,3,2,2,2,2,2,3,2,4,2,2,4,4,3,2,2,3,4,2,3,2,4,4,3,1,4,1
1223,Man,White,CV,12_Military,4,4,4,4,4,4,4,4,4,1,4,3,2,2,2,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,2,4,2,2,4,4,3,2,4,4,1,4,4,4,4,4,1,1,4,1
