id,gender,ethnicity,major,top,topOut1,topOut2,topOut3,topOut4,topOut5,topOut6,topOut7,topOut8,ae1,ae2,ae3,ae4,ae5,ae6,ae7,ae8,ae9,ae10,ae11,ae12,ae13,ae14,ae15,ae16,ae17,ae18,ae19,ae20,ae21,ae22,ae23,ae24,ae25,ae26,ae27,ae28,grit1,grit2,grit3,grit4,grit5,grit6,grit7,grit8,allReason1,allReason2,allReason3,allReason4,allReason5,allReason6,allReason7,allReason8,allReason9,allReason10,allReason11,allReason12,allReason13,allReason14
106,Woman,"White,Asian",General,10_Community,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
107,Man,White,Mech,,,,,,,,,,2,3,2,2,3,3,3,2,2,3,4,4,4,3,3,2,2,2,2,3,3,3,1,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
108,Man,"White,Hispanic",Mech,10_Community,3,3,4,3,4,3,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,1
109,Man,White,Bio,17_Public,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,4,2,3,3,3,4,4,3,4,4,4,3,2,2,3,3,3,3,3,3,3,,,,,,,,,2,2,2,3,3,2,3,2,3,2,2,2,3,2
110,Man,White,Mech,1_Design,3,3,3,3,3,3,3,3,4,1,4,3,1,2,1,3,1,4,3,4,3,3,3,2,3,2,3,4,4,3,3,4,4,4,4,4,,,,,,,,,2,3,3,3,3,2,3,2,3,3,3,3,3,2
111,Man,White,Mech,9_Job,4,3,4,4,3,3,4,3,4,1,3,3,1,1,1,3,2,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,,,,,,,,,3,3,3,3,4,2,3,3,3,4,2,2,2,2
112,Man,White,Mech,12_Military,3,3,4,4,4,4,4,4,4,1,4,4,1,1,2,4,1,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,,,,,,,,,3,3,3,4,3,1,3,2,4,4,3,2,3,2
113,Man,White,Mech,16_Research,3,2,3,2,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,,,,,,,,,2,3,2,3,3,2,2,2,3,3,2,2,3,2
114,Man,White,Mech,20_Other,3,3,4,3,4,3,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,2,3,3,2,2,4,2,4,3,3,2,3,2
115,Man,3,Mech,1_Design,3,3,3,2,3,3,3,2,4,2,3,3,2,2,3,3,2,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,,2,3,2,3,4,2,3,2,3,4,2,1,2,2
116,Woman,Asian,Mech,2_Culture,3,3,4,2,4,4,2,3,4,2,3,3,1,1,1,4,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,,,,,,,,,3,3,3,4,3,3,4,1,4,1,1,4,1,1
117,Woman,White,Mech,20_Other,2,3,4,3,4,3,4,3,4,4,4,3,3,2,3,2,3,3,3,2,3,3,4,3,2,2,3,3,3,3,3,4,4,4,4,4,,,,,,,,,3,3,3,3,3,4,3,4,3,2,2,2,2,2
118,Man,White,Elec,1_Design,4,4,4,4,4,3,4,4,3,2,3,1,3,4,3,2,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,3,,,,,,,,,3,4,4,4,4,1,4,3,4,4,3,2,3,1
119,Woman,White,Indus,12_Military,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2
120,Man,White,Indus,Pre-professional,3,3,4,3,4,3,4,3,4,1,4,4,2,2,2,4,1,1,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,2,2,,,,,,,,,3,3,3,4,4,2,3,3,3,4,3,3,3,2
121,Man,White,Mech,9_Job,4,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,3,3,2,3,3,1,1,1,3,3,3,3,3,3
122,Man,Asian,Indus,2_Culture,3,3,3,3,3,2,2,3,3,2,3,3,2,2,2,4,2,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,4,,,,,,,,,4,4,3,4,3,3,4,3,4,3,3,3,3,3
123,Man,White,Mech,1_Design,4,4,4,3,4,2,4,4,4,1,4,4,2,2,2,4,1,4,3,3,3,3,4,3,2,3,3,3,3,3,1,4,3,3,3,3,,,,,,,,,3,3,3,3,1,2,2,1,4,3,3,1,3,1
124,Man,Asian,Indus,1_Design,3,2,4,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
125,Man,Hispanic,Phy,,,,,,,,,,4,1,4,3,1,1,1,2,3,3,3,3,2,3,3,4,4,4,3,2,3,3,3,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,
126,Woman,Asian,Mech,,,,,,,,,,4,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
127,Man,White,Mech,15_Professional,4,4,4,4,4,2,4,4,4,1,4,4,1,1,3,4,1,4,4,4,4,4,4,3,4,3,3,2,4,4,4,4,2,3,4,4,,,,,,,,,3,4,4,3,2,2,2,2,4,4,3,3,4,3
128,Woman,White,Indus,2_Culture,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
129,Man,White,Indus,6_Fraternity,3,4,3,2,4,1,2,3,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,,,,,,,,,1,2,3,4,3,2,1,2,3,4,3,2,1,2
130,Man,White,Mech,6_Fraternity,3,3,4,3,4,3,3,3,4,2,3,3,2,2,2,3,1,3,3,4,3,3,3,3,3,2,2,4,4,3,4,3,3,3,3,3,,,,,,,,,3,3,3,4,2,1,2,2,3,3,4,4,3,2
131,Man,White,Mech,15_Professional,4,2,4,4,4,4,4,4,4,2,3,4,2,3,4,4,1,3,3,4,4,2,3,3,2,2,2,3,4,2,4,3,4,4,4,4,,,,,,,,,4,2,3,2,4,1,2,3,4,4,2,1,4,2
132,Woman,White,Mech,9_Job,2,2,4,3,4,3,4,3,3,2,3,3,2,3,3,4,1,4,4,4,4,4,3,4,3,3,3,2,3,3,4,3,3,3,2,2,,,,,,,,,3,4,3,2,3,3,3,2,3,3,2,2,2,1
133,Man,White,Indus,18_Sports,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,2,3,2,3,3,3,3,3,2
134,Man,White,Mech,9_Job,3,3,4,4,4,3,4,3,3,2,3,3,2,2,3,3,1,3,3,4,4,3,3,3,3,2,2,3,3,2,4,3,3,3,3,3,,,,,,,,,3,3,3,4,3,1,1,1,3,4,1,1,1,3
135,Man,3,CV,17_Public,3,4,4,3,4,3,3,4,4,1,4,4,2,2,2,4,2,4,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,2,4,4,2,4,3,2,4,4,3
136,Woman,White,Mech,6_Fraternity,3,4,4,1,3,2,2,3,3,2,4,2,3,2,3,1,3,3,3,4,4,3,2,3,3,2,1,2,3,2,4,3,3,1,2,2,,,,,,,,,3,4,3,3,1,2,4,1,3,2,4,2,4,3
137,Man,White,Mech,2_Culture,3,3,3,2,3,4,3,3,3,2,3,3,2,4,2,3,2,3,3,3,3,4,3,3,2,2,2,3,3,3,4,3,4,4,4,4,,,,,,,,,1,1,3,4,2,2,4,2,3,2,2,2,2,2
138,Man,"White,Hispanic",Mech,9_Job,4,4,4,4,4,4,4,4,4,2,3,3,2,2,2,3,1,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,,,,,,,,,4,4,4,4,1,4,4,4,4,4,3,2,4,1
139,Woman,White,Mech,8_International,3,3,3,4,3,3,4,4,3,2,2,2,3,3,3,2,1,3,4,4,4,3,3,4,4,2,2,2,3,3,3,2,2,2,3,3,,,,,,,,,2,3,4,3,2,1,3,2,4,4,4,3,4,1
140,Man,White,Mech,1_Design,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
141,Man,White,Mech,20_Other,3,3,3,3,3,2,4,2,3,2,3,2,4,4,4,1,2,3,2,3,3,3,4,2,2,2,2,3,3,2,3,3,4,3,2,2,,,,,,,,,2,2,2,4,3,2,1,1,4,2,2,2,4,1
142,Man,White,Mech,1_Design,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,2,3,3,4,2,2,3,2,3,3,3,2,3,3
143,Woman,Asian,Mech,9_Job,2,2,2,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,,,,,,,,2,3,2,2,2,2,2,2,2,2,2,2,2,2
144,Man,White,Mech,12_Military,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4
145,Man,"White,Hispanic",Indus,,,,,,,,,,4,1,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
146,Man,3,CV,16_Research,4,4,4,3,4,3,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,3,2,3,4,4,2,4,4,4,4,4,3,3,,,,,,,,,2,3,3,3,4,2,4,4,4,4,4,2,4,3
147,Man,White,Indus,20_Other,3,4,4,4,,4,3,3,4,1,4,4,4,4,1,4,3,4,3,3,4,3,2,3,3,2,3,3,3,4,3,4,4,4,4,4,,,,,,,,,3,3,3,3,2,4,2,3,3,2,3,4,3,4
148,Man,White,Mech,18_Sports,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
149,Woman,Asian,General,16_Research,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,3,3
150,Man,Asian,Indus,17_Public,4,4,4,4,4,4,4,4,4,1,4,3,2,2,2,3,2,4,4,3,4,4,4,3,2,4,3,4,4,3,4,4,4,4,3,3,,,,,,,,,1,1,2,4,1,1,4,1,4,1,1,2,2,2
151,Woman,Asian,Mech,7_Coeducation,4,3,3,3,3,3,4,3,3,2,4,4,2,2,2,4,1,4,3,3,4,3,3,4,2,3,3,3,3,2,3,4,3,4,4,4,,,,,,,,,3,3,4,4,2,1,3,1,4,3,4,4,4,1
152,Man,White,General,1_Design,4,4,4,4,4,4,4,4,4,1,4,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,1,1,4,4,4,1,4,1,4,4,4,4,4,1
153,Trans*,White,Mech,17_Public,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,4,1,3,3,4,4,3,3,4,3,2,2,3,3,3,4,3,3,3,3,3,,,,,,,,,3,2,3,4,3,4,4,2,4,4,3,3,3,2
154,Man,"Asian,Hispanic,3",Material,18_Sports,4,3,4,3,4,4,3,4,3,2,3,3,1,1,1,3,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,,,,,,,,,4,4,4,4,4,4,,4,4,4,4,4,4,3
155,Woman,White,Indus,16_Research,4,4,4,4,4,4,3,4,4,1,4,4,1,1,1,3,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,,,,,,,,,4,2,2,4,3,1,3,1,4,4,1,1,1,1
156,Man,White,,9_Job,2,2,4,4,3,4,4,3,4,3,2,2,2,2,2,2,4,2,2,4,4,4,4,4,3,4,4,3,3,4,1,1,4,4,4,4,,,,,,,,,4,4,4,4,4,1,4,2,4,4,3,4,3,3
157,Woman,"White,Asian",,6_Fraternity,3,3,4,3,4,3,3,4,3,2,3,2,3,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,,,,,,,,,3,3,3,3,2,2,3,2,3,3,3,3,3,3
158,Woman,White,Indus,,,,,,,,,,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,
159,Woman,White,Indus,1_Design,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,3,3,3,4,3,3,3,2,3,3,3,3,2,4,3,4,4,4,4,,,,,,,,,3,3,3,3,4,1,3,2,3,4,3,2,3,1
160,Woman,White,General,2_Culture,3,2,4,1,2,2,1,2,3,3,2,2,4,3,4,3,2,2,2,3,3,4,3,4,2,3,2,2,3,3,3,2,3,1,3,2,,,,,,,,,2,3,3,3,2,3,3,1,3,1,3,4,3,1
161,Man,White,Mech,9_Job,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
162,Man,Asian,Indus,2_Culture,3,3,4,3,4,3,2,3,4,2,4,4,2,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,,,,,,,,,3,3,3,3,3,4,4,4,4,3,3,3,3,2
163,Man,White,Indus,10_Community,3,3,3,3,3,3,3,3,4,1,4,3,2,2,2,4,1,3,3,3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,2,3,2
164,Man,White,General,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,3,2,2,3,4,4,4,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,
165,Woman,3,General,20_Other,3,4,4,3,3,3,4,4,2,4,2,2,4,4,4,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,1,1,4,4,4,4,,,,,,,,,3,3,3,2,3,2,3,2,3,3,3,3,3,1
166,Man,White,General,1_Design,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,,,,,,,,,3,3,3,3,2,2,2,2,3,3,3,2,3,2
167,Man,White,Mech,11_Media,3,3,3,2,2,2,2,3,3,3,2,1,3,3,3,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,,,,,,,,,2,3,3,3,3,2,3,2,3,3,3,2,3,2
168,Woman,"Asian,Hispanic,3",Sci,9_Job,3,2,4,3,3,3,3,2,3,1,3,3,2,3,3,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,2,2,2,,,,,,,,,3,2,2,3,2,2,2,2,3,3,2,2,2,1
169,Man,White,Indus,20_Other,3,3,4,4,2,3,3,3,3,2,3,3,2,2,2,4,2,4,3,4,4,4,3,3,3,3,3,4,4,3,4,4,3,4,4,2,,,,,,,,,3,3,3,3,4,1,3,3,3,3,4,3,4,2
170,Man,White,Mech,1_Design,4,4,4,3,3,3,4,3,4,1,4,3,2,2,3,4,1,4,4,4,4,4,3,3,2,2,3,3,3,3,4,4,3,3,3,2,,,,,,,,,4,2,3,4,3,2,2,2,4,4,3,2,4,2
171,Woman,"White,Hawaiian",Mech,13_Music,3,4,4,3,3,3,3,3,4,1,3,4,1,1,1,4,1,3,4,4,4,3,3,3,4,2,4,4,4,3,4,4,3,3,3,3,,,,,,,,,3,3,3,4,1,2,3,1,4,2,4,4,3,2
172,Woman,White,Mech,,,,,,,,,,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
173,Man,White,Mech,2_Culture,2,2,3,2,3,3,2,2,3,2,2,2,3,3,3,3,2,3,2,3,4,2,3,2,2,2,2,3,3,2,3,3,3,2,3,2,,,,,,,,,3,3,3,4,2,2,3,2,3,2,2,2,2,3
174,Man,White,General,1_Design,3,3,3,2,3,3,4,3,3,2,3,3,2,3,3,3,2,3,3,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,2,3,3,3,3,2,3,2,3,4,3,2,3,2
175,Woman,White,Mech,1_Design,3,2,3,2,3,2,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,2,3,4,3,3,3,2
176,Man,Asian,General,2_Culture,2,2,3,2,2,3,2,3,4,1,3,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,2,2,2,2,3,2,2,3,2,3
177,Man,White,Mech,5_Film,3,4,4,3,4,4,4,3,4,1,3,3,1,4,1,3,1,4,4,4,4,4,4,4,4,4,4,3,3,1,4,4,4,4,4,4,,,,,,,,,4,4,4,3,4,3,4,4,4,4,4,4,4,1
178,Man,White,Mech,10_Community,3,3,3,2,2,2,3,3,4,1,4,4,2,2,2,3,1,3,4,4,4,2,3,3,3,3,3,3,3,4,4,4,3,3,3,2,,,,,,,,,3,3,4,4,4,2,4,3,4,4,2,2,3,3
179,Woman,Asian,Mech,1_Design,4,4,4,2,3,2,4,4,4,4,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,4,3,4,2,4,4,4,4,4,1
180,Man,White,Mech,20_Other,3,4,4,3,4,4,2,4,3,1,3,3,2,2,2,3,2,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,,,,,,,,,3,4,3,3,3,2,3,3,4,2,4,4,3,1
181,Woman,White,Mech,2_Culture,2,2,3,2,3,4,3,4,3,1,3,2,2,2,2,3,1,3,3,4,4,3,3,4,3,2,2,3,3,2,3,3,4,4,4,4,,,,,,,,,2,4,4,3,1,2,3,1,4,1,1,3,2,2
182,Woman,White,,7_Coeducation,3,3,3,3,3,4,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,4,3,3,4,2,4,4,3,3,3,2
183,Woman,"White,Asian",General,,,,,,,,,,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,
184,Man,White,Mech,2_Culture,4,4,4,4,4,4,4,4,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,4,4,4,,,,,,,,,1,1,4,4,1,4,4,1,4,4,4,4,4,4
185,Woman,White,Indus,15_Professional,4,4,4,4,4,3,4,4,4,1,4,4,1,1,1,3,2,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,,,,,,,,,3,3,4,4,4,1,4,4,4,4,2,2,3,2
186,Man,White,Indus,6_Fraternity,4,4,4,4,4,4,4,4,4,1,4,3,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,3,2,3,4,3,2,4,3,4,4,4,4,4,3
187,Man,White,Indus,9_Job,1,1,3,1,2,3,4,3,3,2,3,3,2,2,3,4,1,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,,,,,,,,,1,1,3,3,2,1,2,1,3,4,1,1,1,1
188,Man,White,Mech,13_Music,2,3,2,2,3,2,4,2,4,1,4,4,3,3,3,3,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,2,2,,,,,,,,,2,2,2,3,3,2,2,2,3,3,3,3,3,1
189,Woman,White,Indus,18_Sports,3,2,4,4,4,4,2,3,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,2,,,,,,,,,4,4,2,3,1,1,3,3,4,2,4,3,1,2
190,Woman,White,CV,9_Job,4,2,4,4,4,4,4,4,3,2,3,4,2,2,3,4,1,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,,,,,,,,,2,2,2,3,1,1,2,1,3,4,2,2,2,2
191,Man,White,General,2_Culture,4,4,4,4,4,4,4,4,3,1,3,3,3,4,2,3,3,4,3,2,2,3,3,2,2,2,3,3,4,4,4,3,2,4,3,4,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,4
192,Man,White,,20_Other,3,3,3,3,3,3,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,2,2,3,2,3,3,3,3,3,2
193,Woman,White,Indus,9_Job,4,3,4,4,4,4,4,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,2,4,2,4,4,3,4,4,4,4,4,4,4,,,,,,,,,3,3,2,3,1,1,2,2,3,4,2,1,4,2
194,Man,White,CV,,,,,,,,,,4,1,4,3,1,1,1,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,
195,Woman,3,Indus,7_Coeducation,3,3,3,4,3,3,3,3,4,1,3,3,2,2,2,3,1,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,,,3,3,3,4,3,3,4,2,4,3,3,3,3,1
196,Man,White,Mech,20_Other,3,3,4,3,4,4,3,4,4,1,4,4,1,2,2,4,1,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,,,,,,,,,3,4,4,4,2,4,4,1,4,3,3,3,3,3
197,Man,White,Indus,6_Fraternity,2,2,3,3,3,3,3,3,4,3,2,2,3,3,3,2,1,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,2,2,3,3,,,,,,,,,2,3,2,3,3,2,3,3,3,3,3,3,3,3
198,Man,3,Mech,8_International,4,4,4,4,4,3,4,4,3,2,2,2,3,3,2,3,3,3,3,3,3,4,4,4,4,3,2,3,2,1,4,2,4,4,2,2,,,,,,,,,4,4,4,4,4,3,1,1,4,4,4,4,4,2
199,Man,"White,Hispanic",Mech,18_Sports,2,3,3,2,3,3,2,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,2,3,2,3,3,2,2,3,3,2,3,3,2,2
200,Man,"White,Native",Mech,12_Military,3,3,4,4,4,4,4,4,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,,,,,,,,,3,3,3,3,2,1,3,3,3,4,3,2,3,3
201,Man,White,General,,,,,,,,,,4,1,4,3,1,1,1,3,2,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
202,Man,White,CV,20_Other,4,4,4,4,4,4,2,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,4,1,4,3,4,2,4,4,4,2
203,Woman,White,Indus,15_Professional,2,4,,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,1,1,4,1,3,4,1,4,4,4,4,4,1
204,Man,Asian,Indus,,,,,,,,,,3,1,3,3,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
205,Woman,White,Indus,6_Fraternity,3,2,4,2,4,3,2,3,4,1,3,3,1,1,1,3,2,3,4,4,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,,,,,,,,,3,4,4,3,4,2,3,2,4,3,3,3,3,2
206,Woman,"White,Hispanic",General,,,,,,,,,,3,2,3,3,2,2,3,3,2,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
207,Woman,White,Indus,17_Public,4,4,4,4,4,4,4,4,4,2,4,3,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,3,3,4,3,2,4,2,4,4,3,4,4,4
208,I don't want to respond.,White,,2_Culture,3,4,4,2,4,4,1,2,4,1,4,4,1,1,1,2,3,4,4,4,4,3,4,3,2,2,3,4,4,4,4,4,3,4,4,2,,,,,,,,,1,2,3,4,1,1,1,1,4,1,3,4,3,3
209,Woman,White,General,1_Design,3,4,4,4,4,2,3,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,,,,,,,,,3,4,4,3,3,1,2,1,4,4,4,4,4,1
210,Man,White,,8_International,4,4,4,3,4,4,4,4,4,2,4,4,3,1,3,2,2,4,3,3,3,4,2,2,4,4,1,4,3,4,4,3,3,3,3,3,,,,,,,,,3,3,2,4,1,1,1,1,4,4,4,3,4,1
211,Woman,White,,16_Research,3,3,3,3,3,2,3,3,4,1,3,3,1,1,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,,,,,,,,,3,3,4,4,3,2,2,3,3,3,2,2,4,2
212,Woman,White,,17_Public,3,3,4,3,4,2,3,3,4,1,4,4,1,2,1,4,1,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,2,2,,,,,,,,,3,3,3,4,1,1,4,2,4,1,1,1,1,3
213,Woman,White,,6_Fraternity,2,3,4,2,4,2,2,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,2,4,4,3,4,4,3,4,4,4,4,3,3,,,,,,,,,3,4,4,4,4,1,4,1,4,3,4,3,4,2
214,Man,White,,12_Military,3,3,4,3,4,4,4,4,4,1,4,3,1,1,1,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,,,,,,,,,4,4,4,4,3,2,4,2,4,4,3,3,4,3
215,Woman,White,,9_Job,4,3,4,3,4,3,4,3,4,1,4,4,1,2,1,4,1,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,,,,,,,,,3,3,3,3,1,2,1,4,4,4,4,2,4,1
216,Woman,White,,6_Fraternity,3,4,4,4,4,4,4,4,3,2,3,3,1,1,2,3,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,,,,,,,,,3,3,3,4,4,3,4,2,4,3,4,4,4,2
217,Woman,"White,Asian",,16_Research,2,2,3,2,3,3,4,2,4,2,3,1,1,1,3,3,2,3,4,4,4,2,3,2,2,1,2,2,3,3,3,3,4,4,4,4,,,,,,,,,2,2,2,2,4,2,2,4,2,4,2,2,2,2
